formula,elements,formation_energy,decomposition_energy,band_gap,density,dimensionality,delta_hull
LiV(GaCo2)2,"['Li', 'V', 'Co', 'Ga']",-0.2549,-0.0061,0.0105,7.7599,intercalated ion,0.0061
Dy12ErTh3(CdNi)4,"['Ni', 'Cd', 'Dy', 'Er', 'Th']",-0.2973,-0.0099,0.0018,9.2675,3D,0.0099
Er8Zr9Si16W3,"['Si', 'Zr', 'Er', 'W']",-0.8037,-0.0354,0.0025,7.656,3D,0.0354
Y5Ho15(Cd3Tc)2,"['Y', 'Tc', 'Cd', 'Ho']",-0.2038,-0.0321,inf,8.0586,3D,0.0321
La2AsPdSe,"['As', 'Se', 'Pd', 'La']",-1.6777,-0.0274,,7.0907,,0.0274
CaPrAl20(OsRh)2,"['Al', 'Ca', 'Rh', 'Pr', 'Os']",-0.493,-0.0168,0.0034,4.9966,intercalated ion,0.0168
Pr20Pt7Rh5,"['Rh', 'Pr', 'Pt']",-0.7531,-0.0132,,8.9505,3D,0.0132
Dy3Tm2AsPb3,"['As', 'Dy', 'Tm', 'Pb']",-0.7604,-0.022,,10.238,,0.022
HoEr6Tm5(GaCo2)2,"['Co', 'Ga', 'Ho', 'Er', 'Tm']",-0.3174,-0.0061,0.0073,9.4829,3D,0.0061
Er4AlZn5Pt8,"['Al', 'Zn', 'Er', 'Pt']",-0.966,-0.0372,0.0148,13.4171,3D,0.0372
Tb3Al12FeOsRu2,"['Al', 'Fe', 'Ru', 'Tb', 'Os']",-0.6005,-0.0053,0.0017,6.5157,3D,0.0053
Pu5Np3(TcB6)4,"['B', 'Tc', 'Np', 'Pu']",-0.547,-0.037,0.0009,11.1938,3D,0.037
La2CoGeI,"['Co', 'Ge', 'I', 'La']",-1.0358,-0.0866,0.2116,6.4643,3D,0.0866
Pr2Er6Si12Ni3Rh,"['Si', 'Ni', 'Rh', 'Pr', 'Er']",-0.8455,-0.0183,,6.9467,,0.0183
Y7Ho5Co4BiOs,"['Co', 'Y', 'Ho', 'Os', 'Bi']",-0.3084,-0.0123,,7.8183,3D,0.0123
ErTm5Mn8(Co5P6)2,"['P', 'Mn', 'Co', 'Er', 'Tm']",-0.9256,-0.0314,inf,8.4598,3D,0.0314
Zr2Fe(Co3B2)3,"['B', 'Fe', 'Co', 'Zr']",-0.4755,0.0003,,7.7313,,0.0003
GaReSeO8,"['O', 'Ga', 'Se', 'Re']",-1.7313,-0.0558,2.9873,4.554,2D,0.0558
Ho2Er11Tm7(CoSb2)4,"['Co', 'Sb', 'Ho', 'Er', 'Tm']",-0.7481,-0.022,,9.2852,3D,0.022
HoTm3Ga16FeCo2,"['Fe', 'Co', 'Ga', 'Ho', 'Tm']",-0.4813,-0.0068,0.0014,8.0862,3D,0.0068
Zr4Si3PIr4,"['Si', 'P', 'Zr', 'Ir']",-1.1366,-0.0362,0.0157,10.7148,3D,0.0362
ErSi5P(Pd10Pb)2,"['Si', 'P', 'Pd', 'Er', 'Pb']",-0.6396,-0.0155,0.0018,10.2113,3D,0.0155
ErSc5Fe4(Co7P6)2,"['P', 'Sc', 'Fe', 'Co', 'Er']",-0.9474,-0.0418,inf,6.705,3D,0.0418
Nd2YAgIrRh3O14,"['O', 'Y', 'Rh', 'Ag', 'Nd', 'Ir']",-2.0867,-0.0355,,7.2949,,0.0355
Tb3Sc3TaBi2,"['Sc', 'Tb', 'Ta', 'Bi']",-0.4313,-0.0194,0.0128,8.2666,3D,0.0194
Y7Er13CoBi8Ir3,"['Co', 'Y', 'Er', 'Ir', 'Bi']",-0.7341,-0.0283,0.0035,9.5802,3D,0.0283
Nd3TmTe4,"['Te', 'Nd', 'Tm']",-1.5937,-0.0185,,7.5365,,0.0185
Li26Si7Pb,"['Li', 'Si', 'Pb']",-0.2537,-0.0082,0.0036,1.7827,intercalated ion,0.0082
Dy3TmHfIr3,"['Dy', 'Tm', 'Hf', 'Ir']",-0.8553,-0.0253,,12.8333,3D,0.0253
Tb3(PrS2)4,"['S', 'Pr', 'Tb']",-2.3166,-0.0105,0.0093,5.8015,3D,0.0105
Y3HoNi14,"['Ni', 'Y', 'Ho']",-0.3861,0.0,,8.0563,,0.0
Tb7DyHf12Si15Au,"['Si', 'Tb', 'Dy', 'Hf', 'Au']",-0.8067,-0.0052,,9.3087,,0.0052
NdScBi2(Pt2O7)2,"['O', 'Sc', 'Nd', 'Pt', 'Bi']",-1.8473,-0.0051,,9.5447,,0.0051
Nd6Y6Er4CdHg3Ir4,"['Y', 'Cd', 'Nd', 'Er', 'Ir', 'Hg']",-0.5497,-0.0135,,8.9961,,0.0135
GdY3(WO6)2,"['O', 'Y', 'Gd', 'W']",-3.284,-0.0031,3.3719,6.9603,3D,0.0031
TmFeBr15,"['Fe', 'Br', 'Tm']",-1.0386,-0.3335,0.1491,3.3608,2D,0.3335
Nd2Ho4Al24Os7Ru,"['Al', 'Ru', 'Nd', 'Ho', 'Os']",-0.5933,-0.0016,0.0014,7.7199,3D,0.0016
Tb11Pr8ZrPb16,"['Zr', 'Pr', 'Tb', 'Pb']",-0.5733,-0.0351,,9.3886,,0.0351
Cs4TiCr7Se16,"['Ti', 'Cr', 'Se', 'Cs']",-1.0684,-0.0537,0.0048,4.5814,intercalated ion,0.0537
Tb6Lu2Ga3Co,"['Co', 'Ga', 'Tb', 'Lu']",-0.4043,-0.0032,0.0848,8.68,3D,0.0032
La6NiPtI6,"['Ni', 'I', 'La', 'Pt']",-1.3719,-0.0317,0.0012,6.0287,3D,0.0317
PrNdAl2(SiAu2)2,"['Al', 'Si', 'Pr', 'Nd', 'Au']",-0.6986,-0.0157,0.0077,9.8012,3D,0.0157
SmHoIn2(SbO4)4,"['O', 'In', 'Sb', 'Sm', 'Ho']",-2.4031,-0.0015,1.6097,6.9784,3D,0.0015
Hf16Ir3Pd5C4,"['C', 'Pd', 'Hf', 'Ir']",-0.7902,-0.026,,13.8494,,0.026
Ho2Re3Ir,"['Ho', 'Re', 'Ir']",-0.4269,-0.0079,0.0054,16.1517,3D,0.0079
NaLi2NdSb2,"['Li', 'Na', 'Sb', 'Nd']",-0.8543,-0.0032,0.0324,4.8623,intercalated ion,0.0032
Be9VMo2,"['Be', 'V', 'Mo']",-0.2496,-0.0176,0.0048,4.7275,intercalated ion,0.0176
SmY2Cd3Hg2Pd,"['Y', 'Pd', 'Cd', 'Sm', 'Hg']",-0.5101,-0.0178,0.0018,8.9515,3D,0.0178
Tb3Er2In2(HgPd)2,"['Pd', 'In', 'Tb', 'Er', 'Hg']",-0.6825,-0.0092,,10.3117,3D,0.0092
Y2ErSc(Al3Ir)6,"['Al', 'Sc', 'Y', 'Er', 'Ir']",-0.857,-0.0582,,7.2222,3D,0.0582
Hf5Zr5Sn5Sb2,"['Zr', 'Sn', 'Sb', 'Hf']",-0.5788,-0.0362,0.0046,9.508,3D,0.0362
Er8Nb11Si16Ru,"['Si', 'Nb', 'Ru', 'Er']",-0.8089,-0.0895,,7.5208,,0.0895
CaGd2(ThB15)2,"['B', 'Ca', 'Gd', 'Th']",-0.4612,-0.0015,0.0025,5.5083,intercalated ion,0.0015
Er7Tm5Co4BiIr,"['Co', 'Er', 'Tm', 'Ir', 'Bi']",-0.412,-0.0102,,10.301,3D,0.0102
Al3Cu3SnPt9,"['Al', 'Cu', 'Sn', 'Pt']",-0.626,-0.0084,0.0073,15.0311,3D,0.0084
Ho2LuZr(NiAs)4,"['Ni', 'As', 'Zr', 'Ho', 'Lu']",-1.0274,-0.0278,0.0064,8.8973,3D,0.0278
Tb2Dy4OsRu,"['Ru', 'Tb', 'Dy', 'Os']",-0.2849,-0.0005,0.0029,9.7884,3D,0.0005
Ti12ZnCu11O4,"['O', 'Ti', 'Cu', 'Zn']",-0.9476,-0.0029,0.0008,6.5158,3D,0.0029
Cs7LiNbTl2As5,"['Li', 'As', 'Nb', 'Cs', 'Tl']",-0.4484,-0.0735,,4.4492,intercalated ion,0.0735
Ca2AlAg6,"['Al', 'Ca', 'Ag']",-0.2814,-0.0371,,6.7047,intercalated ion,0.0371
Fe7Si16Ir,"['Si', 'Fe', 'Ir']",-0.4427,-0.0271,0.0016,5.537,3D,0.0271
Tb7TmIn4,"['In', 'Tb', 'Tm']",-0.3524,-0.0043,,8.3509,3D,0.0043
Eu3TmMnMo3O14,"['O', 'Mn', 'Mo', 'Eu', 'Tm']",-2.7866,-0.0325,0.0009,6.8679,3D,0.0325
Nd6Al24Ru3Rh5,"['Al', 'Ru', 'Rh', 'Nd']",-0.7524,-0.0097,0.003,5.8399,3D,0.0097
Ca3La5(CdOs)2,"['Ca', 'Cd', 'La', 'Os']",-0.238,-0.0334,,6.5136,,0.0334
HfZr8In14Co6Tc,"['Co', 'Zr', 'Tc', 'In', 'Hf']",-0.3217,-0.024,,8.233,3D,0.024
Hf6Fe15Si7Ru,"['Si', 'Fe', 'Ru', 'Hf']",-0.5648,-0.0092,0.0025,9.8099,3D,0.0092
CaTb3(Co5As3)4,"['Ca', 'Co', 'As', 'Tb']",-0.494,-0.0371,0.0003,8.7028,intercalated ion,0.0371
La3Pr3(PtI3)2,"['I', 'La', 'Pr', 'Pt']",-1.4735,-0.0233,0.005,6.4122,3D,0.0233
Ho3Er3(CdIn4)2,"['Cd', 'In', 'Ho', 'Er']",-0.4117,-0.0077,0.0116,8.6764,3D,0.0077
Ba3UCr2O9,"['O', 'Cr', 'Ba', 'U']",-3.1207,-0.0616,0.7675,6.7054,intercalated ion,0.0616
KNa3In4(Ga2Te5)4,"['Na', 'K', 'Ga', 'In', 'Te']",-0.7136,-0.0105,1.0878,4.8493,intercalated ion,0.0105
CaSm6GaI12,"['Ca', 'Ga', 'I', 'Sm']",-1.549,-0.0824,,5.1928,,0.0824
Ho4Al18Ir3Pt2Rh,"['Al', 'Rh', 'Ho', 'Ir', 'Pt']",-0.875,-0.0341,0.0204,7.8275,3D,0.0341
Dy15HoInAg3Rh4,"['Rh', 'Ag', 'In', 'Dy', 'Ho']",-0.4954,-0.0132,0.0016,9.2528,3D,0.0132
LaSm2Gd3OsI10,"['I', 'La', 'Sm', 'Gd', 'Os']",-1.5173,-0.2362,,5.629,3D,0.2362
Li5Sm(ReH9)3,"['H', 'Li', 'Sm', 'Re']",-0.3225,-0.1072,0.0133,4.6906,intercalated ion,0.1072
Tb2Dy4Al23VOs8,"['Al', 'V', 'Tb', 'Dy', 'Os']",-0.5865,-0.0061,0.0036,8.1141,3D,0.0061
Hf6CoSi(As2Ru3)2,"['Si', 'Co', 'As', 'Ru', 'Hf']",-0.8432,-0.0434,0.0111,11.8422,3D,0.0434
DyLu9Ru3Rh,"['Ru', 'Rh', 'Dy', 'Lu']",-0.4868,-0.0057,0.0037,10.4205,3D,0.0057
Pr4Y3Er9(CdIr)4,"['Y', 'Cd', 'Pr', 'Er', 'Ir']",-0.5276,-0.0097,,9.1621,3D,0.0097
Ho7Er3In5Hg3Pd4,"['Pd', 'In', 'Ho', 'Er', 'Hg']",-0.6843,-0.0066,0.0036,10.1825,3D,0.0066
La2Cu7NiPt2,"['Ni', 'Cu', 'La', 'Pt']",-0.4154,-0.0139,0.0035,10.0524,3D,0.0139
Er13Lu3In6CoPt,"['Co', 'In', 'Er', 'Lu', 'Pt']",-0.4385,-0.0074,0.0017,9.4368,3D,0.0074
RbPr5Nd(CBr6)2,"['C', 'Br', 'Rb', 'Pr', 'Nd']",-2.0084,-0.0548,,4.3819,intercalated ion,0.0548
Tb2Sb2Cl2O5,"['O', 'Cl', 'Sb', 'Tb']",-2.7776,-0.0607,3.634,5.3349,2D,0.0607
Dy3ErAs6Rh7,"['As', 'Rh', 'Dy', 'Er']",-1.0082,-0.0667,0.0087,10.2305,3D,0.0667
Ce3Zn3Pd2Pt,"['Zn', 'Pd', 'Ce', 'Pt']",-0.7248,-0.0091,0.0,9.0968,3D,0.0091
LiLa2(Si3Pd10)2,"['Li', 'Si', 'Pd', 'La']",-0.7578,-0.0242,0.0009,9.0767,intercalated ion,0.0242
NaPuO4,"['O', 'Na', 'Pu']",-2.6928,-0.2537,0.0366,6.1251,intercalated ion,0.2537
TmLu2ZnAg3Ge2,"['Zn', 'Ge', 'Ag', 'Tm', 'Lu']",-0.5696,-0.0344,0.0069,9.7207,3D,0.0344
Ca20Zn3(CdPd2)3,"['Ca', 'Zn', 'Pd', 'Cd']",-0.4484,-0.0096,0.0011,3.5198,intercalated ion,0.0096
DyTm3U4(ReB6)4,"['B', 'Dy', 'Tm', 'Re', 'U']",-0.6422,-0.027,0.0009,11.3756,3D,0.027
Sc4Al6ReOs,"['Al', 'Sc', 'Re', 'Os']",-0.5558,-0.0556,0.0023,5.6922,3D,0.0556
Ho5TmAl24(Ir3Os)2,"['Al', 'Ho', 'Tm', 'Os', 'Ir']",-0.7923,-0.0068,,8.2462,3D,0.0068
YEr2Ir7Rh2,"['Y', 'Rh', 'Er', 'Ir']",-0.6492,-0.0219,0.004,15.4559,3D,0.0219
YHoUTc3,"['Y', 'Tc', 'Ho', 'U']",-0.2697,-0.1231,0.01,10.9616,3D,0.1231
GaPPdPt4,"['P', 'Ga', 'Pd', 'Pt']",-0.4811,-0.0101,0.0214,15.1836,3D,0.0101
PaCoGe2Ir,"['Co', 'Ge', 'Ir', 'Pa']",-0.6514,-0.1513,0.0254,12.5681,3D,0.1513
VInPO5,"['O', 'P', 'V', 'In']",-2.471,-0.0227,1.5786,4.7024,3D,0.0227
Y6Sn6PtRh5,"['Y', 'Rh', 'Sn', 'Pt']",-0.9411,-0.0166,0.0025,8.3834,3D,0.0166
Ho16Tm4Ir11Rh,"['Rh', 'Ho', 'Tm', 'Ir']",-0.846,-0.0069,0.0026,12.4075,3D,0.0069
Dy5ErReTcB14,"['B', 'Tc', 'Dy', 'Er', 'Re']",-0.6248,-0.0438,0.0021,9.0262,3D,0.0438
YEr3ZrIr3,"['Y', 'Zr', 'Er', 'Ir']",-0.8348,-0.0148,,11.4205,3D,0.0148
Al3Ga(PPd6)2,"['Al', 'P', 'Ga', 'Pd']",-0.6939,-0.0063,,9.2443,3D,0.0063
Dy5Lu15Sn16,"['Sn', 'Dy', 'Lu']",-0.6946,-0.0292,,9.1502,,0.0292
Nb4Ga5(Co2Si)2,"['Si', 'Co', 'Ga', 'Nb']",-0.4757,-0.0067,0.001,7.9289,3D,0.0067
TbHoEr4(AlC3)2,"['C', 'Al', 'Tb', 'Ho', 'Er']",-0.3997,-0.014,,7.5352,3D,0.014
CaY6RuI12,"['Ca', 'Y', 'Ru', 'I']",-1.5423,-0.0376,0.0021,4.6157,intercalated ion,0.0376
YPa(B4Os)2,"['B', 'Y', 'Os', 'Pa']",-0.5791,-0.1857,0.0012,10.4569,3D,0.1857
Zr3Ga3Pd2Pt,"['Ga', 'Zr', 'Pd', 'Pt']",-0.8322,-0.0366,0.004,9.2075,3D,0.0366
Tb5Ho7Os3Pd,"['Pd', 'Tb', 'Ho', 'Os']",-0.3178,-0.0032,0.0046,10.1322,3D,0.0032
Dy2TlIn(SbO4)4,"['O', 'In', 'Sb', 'Dy', 'Tl']",-2.3148,-0.0217,1.4007,7.4844,3D,0.0217
Ca5Er(CdIn)3,"['Ca', 'Cd', 'In', 'Er']",-0.4271,-0.0094,0.0019,5.1785,intercalated ion,0.0094
HoNp3O10,"['O', 'Ho', 'Np']",-3.4744,-0.1671,0.0008,7.7177,3D,0.1671
Tb8Dy4Tc3Os,"['Tc', 'Tb', 'Dy', 'Os']",-0.1303,-0.0157,0.007,9.3022,3D,0.0157
Dy3Y(OF4)2,"['O', 'F', 'Y', 'Dy']",-4.3886,-0.0133,6.3259,6.7591,3D,0.0133
Nd16Cd4IrRu2Pt,"['Ru', 'Cd', 'Nd', 'Ir', 'Pt']",-0.3825,-0.0139,0.0081,7.9741,3D,0.0139
Pr9Ho11Ga16,"['Ga', 'Pr', 'Ho']",-0.5616,-0.007,0.0006,7.3908,3D,0.007
Y5Ho3Ti11Si16W,"['Si', 'Ti', 'Y', 'Ho', 'W']",-0.8026,-0.0412,inf,5.4588,3D,0.0412
Dy4Lu8Tc3Pt,"['Tc', 'Dy', 'Lu', 'Pt']",-0.3077,-0.0389,0.0008,10.2857,3D,0.0389
Tb10IrPdPb6,"['Pd', 'Tb', 'Ir', 'Pb']",-0.6312,-0.011,0.0024,10.1661,3D,0.011
LiTb8InCo2,"['Li', 'Co', 'In', 'Tb']",-0.2094,-0.0217,0.0015,8.1448,intercalated ion,0.0217
HoPu(TaN2)2,"['N', 'Ho', 'Ta', 'Pu']",-1.5511,-0.0297,0.0005,13.5089,3D,0.0297
NdPu(Al5Ru)4,"['Al', 'Ru', 'Nd', 'Pu']",-0.4945,-0.0147,,5.0822,,0.0147
Y3Ho10Th3(MgRh)4,"['Mg', 'Y', 'Rh', 'Ho', 'Th']",-0.4126,-0.0223,0.0077,7.8882,intercalated ion,0.0223
Ag5PdAu4,"['Pd', 'Ag', 'Au']",-0.0761,-0.022,,13.4517,3D,0.022
NdDySn5Ir3,"['Sn', 'Nd', 'Dy', 'Ir']",-0.6457,-0.0659,0.0057,11.2922,3D,0.0659
Dy10Y2Tc3Os,"['Y', 'Tc', 'Dy', 'Os']",-0.1394,-0.0239,0.0028,8.9069,3D,0.0239
CeNd6ErAlPd24,"['Al', 'Pd', 'Ce', 'Nd', 'Er']",-0.8601,-0.0413,0.0104,10.3007,3D,0.0413
ErTh(Al3Rh)3,"['Al', 'Rh', 'Er', 'Th']",-0.8071,-0.0452,0.0066,6.5787,3D,0.0452
Tb4DyY2FeI12,"['Fe', 'Y', 'I', 'Tb', 'Dy']",-1.4536,-0.0449,0.093,5.4491,3D,0.0449
Tm4Tc2Os5Ru,"['Tc', 'Ru', 'Tm', 'Os']",-0.3595,-0.021,0.0041,14.8555,3D,0.021
DyLu(Ni2P)4,"['P', 'Ni', 'Dy', 'Lu']",-0.8329,0.0001,,8.6706,,0.0001
Ho4Ga(SiIr2)2,"['Si', 'Ga', 'Ho', 'Ir']",-1.0248,-0.0646,,12.1985,3D,0.0646
YEr(Lu9Pt8)2,"['Y', 'Er', 'Lu', 'Pt']",-1.236,-0.006,,13.4193,,0.006
TbEr4Mn4(P4Ir5)3,"['P', 'Mn', 'Tb', 'Er', 'Ir']",-0.8678,-0.0579,,13.3623,3D,0.0579
Y7(ErPt6)3,"['Y', 'Er', 'Pt']",-1.1627,-0.0349,0.0027,13.9092,3D,0.0349
Y6Th2MgCdCo2,"['Mg', 'Co', 'Y', 'Cd', 'Th']",-0.2566,-0.0574,0.0056,6.559,3D,0.0574
MnBi3Ru2(PtO7)2,"['O', 'Mn', 'Ru', 'Pt', 'Bi']",-1.4986,-0.0153,0.0044,8.982,3D,0.0153
Lu9Sc(In2Pt)4,"['Sc', 'In', 'Lu', 'Pt']",-0.8112,-0.0107,,10.7719,3D,0.0107
Dy5In4PtRh,"['Rh', 'In', 'Dy', 'Pt']",-0.7481,-0.0363,0.0034,9.6771,3D,0.0363
PrY18ErSn16,"['Y', 'Sn', 'Pr', 'Er']",-0.7811,-0.0068,0.001,6.132,3D,0.0068
Li12La7Tb5(WO6)8,"['Li', 'O', 'La', 'Tb', 'W']",-3.0198,-0.0229,,6.774,intercalated ion,0.0229
Li3GdY2Sn3,"['Li', 'Y', 'Sn', 'Gd']",-0.671,-0.0021,,5.5149,,0.0021
Nd9Lu(SnBi)4,"['Sn', 'Nd', 'Lu', 'Bi']",-0.8481,-0.0354,,8.1414,3D,0.0354
Tb2Dy9TmRu4,"['Ru', 'Tb', 'Dy', 'Tm']",-0.3254,-0.0004,0.0025,9.2306,3D,0.0004
Tb14Pr2MgCd3Ir4,"['Mg', 'Cd', 'Pr', 'Tb', 'Ir']",-0.4948,-0.006,0.0028,9.2558,3D,0.006
Al(SiNi3)2,"['Al', 'Si', 'Ni']",-0.5469,-0.0059,0.012,7.2263,3D,0.0059
RbFePt5O12,"['O', 'Fe', 'Rb', 'Pt']",-1.1681,-0.0634,,8.5775,,0.0634
UNbP3O13,"['O', 'P', 'Nb', 'U']",-2.9285,-0.0225,,3.5871,,0.0225
La2SiPtCl,"['Si', 'Cl', 'La', 'Pt']",-1.5358,-0.0022,,6.7802,2D,0.0022
CeDy3Co4(SnH)4,"['H', 'Co', 'Sn', 'Ce', 'Dy']",-0.5736,-0.045,,8.9286,3D,0.045
TbErPa2(VB4)4,"['B', 'V', 'Tb', 'Er', 'Pa']",-0.7319,-0.1155,0.0023,7.9348,3D,0.1155
Cs11Rb(AlS3)4,"['Al', 'S', 'Rb', 'Cs']",-1.4629,-0.2273,,3.4115,,0.2273
Hf3Zr5Co7Si14Tc,"['Si', 'Co', 'Zr', 'Tc', 'Hf']",-0.7902,-0.0148,0.0023,7.3303,3D,0.0148
ErSc9AlSb5,"['Al', 'Sc', 'Sb', 'Er']",-0.8504,-0.0089,0.0011,5.4054,3D,0.0089
Hf9Zn(ReMo)2,"['Zn', 'Mo', 'Hf', 'Re']",-0.2007,-0.0179,0.003,13.2583,3D,0.0179
Sm3Y5(B6Ru)4,"['B', 'Y', 'Ru', 'Sm']",-0.636,-0.0118,0.0044,6.5701,3D,0.0118
TmHfCrB6,"['B', 'Cr', 'Tm', 'Hf']",-0.8105,-0.0089,0.007,8.8216,3D,0.0089
Tb13Dy7Pb16,"['Tb', 'Dy', 'Pb']",-0.5402,-0.003,,10.1453,3D,0.003
Tb3Dy7Os3Ru,"['Ru', 'Tb', 'Dy', 'Os']",-0.2886,-0.0089,0.0017,10.3809,3D,0.0089
EuLu2Al4Ni9B2,"['B', 'Al', 'Ni', 'Eu', 'Lu']",-0.581,-0.0101,,7.7417,3D,0.0101
TaTi4ZnSn3,"['Ti', 'Zn', 'Sn', 'Ta']",-0.3322,-0.0277,0.0008,8.0151,3D,0.0277
Nd10Ge4OsRu,"['Ge', 'Ru', 'Nd', 'Os']",-0.5625,-0.0346,,7.6765,,0.0346
Sr6ErLu(RhO6)2,"['O', 'Sr', 'Rh', 'Er', 'Lu']",-2.9547,-0.0424,2.1933,6.6073,intercalated ion,0.0424
TbHo3Cd2(CuNi)2,"['Ni', 'Cu', 'Cd', 'Tb', 'Ho']",-0.3894,-0.0237,0.0045,9.1593,3D,0.0237
