formula,elements,formation_energy,decomposition_energy,band_gap,density,dimensionality,delta_hull
Dy8Er2CuPPb6,"['P', 'Cu', 'Dy', 'Er', 'Pb']",-0.6631,-0.0333,0.0035,10.1366,3D,0.0333
Y3Tm5Re2(OsC4)2,"['C', 'Y', 'Tm', 'Re', 'Os']",-0.4371,-0.0188,,10.119,3D,0.0188
CaDy3Sc4(ReB6)4,"['B', 'Ca', 'Sc', 'Dy', 'Re']",-0.6939,-0.0476,0.0019,7.715,intercalated ion,0.0476
Na4CaOsO6,"['O', 'Na', 'Ca', 'Os']",-2.0433,-0.0155,0.0017,4.5277,intercalated ion,0.0155
Nd3YAl14(Ga2Ir3)2,"['Al', 'Ga', 'Y', 'Nd', 'Ir']",-0.8275,-0.0097,0.0046,8.015,3D,0.0097
CeTh3(TcN3)4,"['N', 'Tc', 'Ce', 'Th']",-0.975,-0.0932,0.0056,9.2673,3D,0.0932
Np5(O4F)3,"['O', 'F', 'Np']",-3.4308,-0.0355,0.0002,6.2805,3D,0.0355
Li2Pr6Cd21P,"['Li', 'P', 'Cd', 'Pr']",-0.3901,-0.0281,,7.5604,,0.0281
TmLu7(CoAg)2,"['Co', 'Ag', 'Tm', 'Lu']",-0.2737,-0.0137,0.0023,10.3954,3D,0.0137
Pr2NdTm2Sn3,"['Sn', 'Pr', 'Nd', 'Tm']",-0.6941,-0.0056,0.0242,7.6696,3D,0.0056
Ta12Ga4Cu7IrN4,"['N', 'Cu', 'Ga', 'Ta', 'Ir']",-0.5968,-0.0333,,13.4625,3D,0.0333
Cs4Rb2NdInSb4,"['Rb', 'In', 'Sb', 'Cs', 'Nd']",-0.6001,-0.0497,,4.1097,intercalated ion,0.0497
Ca5Lu3(OsC2)4,"['C', 'Ca', 'Lu', 'Os']",-0.2124,-0.0508,,7.9355,intercalated ion,0.0508
K8ThSb4,"['K', 'Sb', 'Th']",-0.5681,-0.0116,,2.9108,intercalated ion,0.0116
Sr4Tb3Sm(BO4)4,"['B', 'O', 'Sr', 'Sm', 'Tb']",-3.4894,-0.0082,4.0546,5.2874,intercalated ion,0.0082
Dy20Ir7PtRh4,"['Rh', 'Dy', 'Ir', 'Pt']",-0.8184,-0.0141,0.0027,11.3938,3D,0.0141
Pr2Nd4RuPtBr6,"['Br', 'Ru', 'Pr', 'Nd', 'Pt']",-1.641,-0.0752,0.0063,6.0595,3D,0.0752
AcLa(Ga3Ni2)2,"['Ni', 'Ga', 'La', 'Ac']",-0.5541,-0.0524,0.002,8.1096,3D,0.0524
NdLu2IrRh8,"['Rh', 'Nd', 'Lu', 'Ir']",-0.5885,-0.0212,0.0015,11.8929,3D,0.0212
SmLu2Bi5O14,"['O', 'Sm', 'Lu', 'Bi']",-2.42,-0.0346,,8.9673,,0.0346
Tb3Ho5Ta8(TiSi4)4,"['Si', 'Ti', 'Tb', 'Ho', 'Ta']",-0.7487,-0.0357,0.0006,8.7449,3D,0.0357
TbNd11Co2I17,"['Co', 'I', 'Nd', 'Tb']",-1.3922,-0.0865,0.002,5.4199,3D,0.0865
Tb6P13PtRh19,"['P', 'Rh', 'Tb', 'Pt']",-1.0535,-0.0462,0.0006,9.5395,3D,0.0462
Rb4Y4BiSb7Se20,"['Se', 'Rb', 'Y', 'Sb', 'Bi']",-1.1965,-0.0179,0.9613,4.9123,intercalated ion,0.0179
Hg3Ru2F12,"['F', 'Ru', 'Hg']",-1.8647,-0.0621,0.581,5.3751,2D,0.0621
Ba4MgNi(SeO3)6,"['O', 'Mg', 'Ni', 'Se', 'Ba']",-2.1095,-0.0127,,4.4198,intercalated ion,0.0127
YEr4TmFeBi2,"['Fe', 'Y', 'Er', 'Tm', 'Bi']",-0.4458,-0.0158,,9.4208,3D,0.0158
TbHo7(TmGa5)4,"['Ga', 'Tb', 'Ho', 'Tm']",-0.6465,-0.0039,0.0019,8.4065,3D,0.0039
Tb4VTc3F28,"['F', 'V', 'Tc', 'Tb']",-3.4505,-0.0759,0.9636,4.713,3D,0.0759
Nd5Y(CBr5)2,"['C', 'Br', 'Y', 'Nd']",-1.9472,-0.1812,0.6107,4.6711,3D,0.1812
Tb3Y5(LuSn4)2,"['Y', 'Sn', 'Tb', 'Lu']",-0.7623,-0.013,,7.3151,3D,0.013
Eu3BeN3,"['Be', 'N', 'Eu']",-1.1772,-0.18,0.0001,7.301,3D,0.18
Tb4Y7Tm5(CdNi)4,"['Ni', 'Y', 'Cd', 'Tb', 'Tm']",-0.3094,-0.0069,,7.5873,3D,0.0069
Nd6Ho3LuSn6,"['Sn', 'Nd', 'Ho', 'Lu']",-0.7037,-0.0084,0.0,7.7186,3D,0.0084
Nd9LuPb6,"['Nd', 'Lu', 'Pb']",-0.5334,-0.0022,0.0013,8.6726,3D,0.0022
La5NdTh2(ZnRh)8,"['Zn', 'Rh', 'La', 'Nd', 'Th']",-0.7082,-0.0243,0.0069,8.7573,3D,0.0243
CeHo(PPt)2,"['P', 'Ce', 'Ho', 'Pt']",-1.3509,-0.1276,0.0043,10.7867,3D,0.1276
ErCo6SiGe3,"['Si', 'Co', 'Ge', 'Er']",-0.4658,-0.0323,0.0041,8.8709,3D,0.0323
La3PrNdIr2,"['La', 'Pr', 'Nd', 'Ir']",-0.544,-0.0064,,8.5314,3D,0.0064
Ho4Ga3MoOs4,"['Ga', 'Mo', 'Ho', 'Os']",-0.4426,-0.0102,,12.9498,3D,0.0102
LaPr2Sm9(SiI3)4,"['Si', 'I', 'La', 'Pr', 'Sm']",-1.3444,-0.12,0.0032,5.9221,3D,0.12
DyCo4(Ni4B3)2,"['B', 'Co', 'Ni', 'Dy']",-0.3891,-0.0051,0.0036,8.1338,3D,0.0051
TbDy3As6Rh7,"['As', 'Rh', 'Tb', 'Dy']",-1.0071,-0.0653,0.0093,10.1267,3D,0.0653
Y4Er4B24MoOs3,"['B', 'Y', 'Mo', 'Er', 'Os']",-0.6651,-0.0103,,8.3931,3D,0.0103
SrYZr2(Ga3Ir)6,"['Ga', 'Sr', 'Y', 'Zr', 'Ir']",-0.5839,-0.0263,,9.7764,intercalated ion,0.0263
ErLu4Ag5,"['Ag', 'Er', 'Lu']",-0.3599,-0.086,,10.2437,3D,0.086
TmLu4Tl3InPt2,"['In', 'Tm', 'Lu', 'Pt', 'Tl']",-0.7175,-0.0342,0.0083,12.4947,3D,0.0342
Ho13Er3MgIn3Ir4,"['Mg', 'In', 'Ho', 'Er', 'Ir']",-0.559,-0.0055,0.007,9.9394,3D,0.0055
CaSm(Ga2Ag)2,"['Ca', 'Ga', 'Ag', 'Sm']",-0.47,-0.0181,0.0064,6.9948,intercalated ion,0.0181
Sr2Li4ErLuSi8,"['Li', 'Si', 'Sr', 'Er', 'Lu']",-0.4354,-0.0227,,4.0194,intercalated ion,0.0227
ErSc(NbN2)2,"['N', 'Sc', 'Nb', 'Er']",-1.7127,-0.0771,0.1231,8.1611,3D,0.0771
Tb4Ho3Er3(CoBi2)2,"['Co', 'Tb', 'Ho', 'Er', 'Bi']",-0.5656,-0.0162,0.0007,9.7086,3D,0.0162
ErTmGa10Ru3,"['Ga', 'Ru', 'Er', 'Tm']",-0.524,-0.0127,0.002,8.7845,3D,0.0127
HoTm5Mn6O18,"['O', 'Mn', 'Ho', 'Tm']",-3.0955,-0.0001,,7.1651,,0.0001
Tb15Er5Ir11Ru,"['Ru', 'Tb', 'Er', 'Ir']",-0.7837,-0.0144,0.0016,11.8924,3D,0.0144
Rb10BaSr(NbAs4)2,"['As', 'Rb', 'Sr', 'Nb', 'Ba']",-0.5748,-0.0415,,3.7147,intercalated ion,0.0415
Lu10GaSn3Sb2,"['Ga', 'Sn', 'Sb', 'Lu']",-0.73,-0.0123,0.0021,9.6525,3D,0.0123
Cs4AlGa7Au12,"['Al', 'Ga', 'Cs', 'Au']",-0.332,-0.0072,0.0041,9.8691,3D,0.0072
Ho3TmRu8,"['Ru', 'Ho', 'Tm']",-0.3527,0.0009,,11.4784,,0.0009
NdSm3Pd3PtO14,"['O', 'Pd', 'Nd', 'Sm', 'Pt']",-2.3081,-0.1042,0.599,7.792,3D,0.1042
La5ErZn4Pt13,"['Zn', 'La', 'Er', 'Pt']",-1.001,-0.0456,0.0078,13.1502,3D,0.0456
LaHoCu2(AsH)2,"['H', 'Cu', 'As', 'La', 'Ho']",-0.8029,-0.0141,0.0144,7.7459,3D,0.0141
TbDy4Zn2Bi,"['Zn', 'Tb', 'Dy', 'Bi']",-0.4148,-0.0093,,8.8393,3D,0.0093
Sm2Dy(MgHg)3,"['Mg', 'Sm', 'Dy', 'Hg']",-0.3919,-0.0404,0.0134,8.2828,3D,0.0404
DyEr19Si15Rh,"['Si', 'Rh', 'Dy', 'Er']",-0.7531,-0.0057,0.0031,7.9148,3D,0.0057
Dy10Y3Er3(InRh)4,"['Y', 'Rh', 'In', 'Dy', 'Er']",-0.5569,-0.0049,0.001,8.5184,3D,0.0049
AcLu(GeAu)2,"['Ge', 'Lu', 'Au', 'Ac']",-0.8116,-0.1434,0.0115,11.2337,3D,0.1434
Tm3TcB7,"['B', 'Tc', 'Tm']",-0.6826,-0.0789,0.0063,8.9499,3D,0.0789
Ho10Er2Ni4SnPd,"['Ni', 'Pd', 'Sn', 'Ho', 'Er']",-0.4452,-0.0106,0.0023,9.1975,3D,0.0106
Dy4Y11Tm(InRh)4,"['Y', 'Rh', 'In', 'Dy', 'Tm']",-0.5586,-0.0132,0.0061,6.8985,3D,0.0132
Na3Tb4EuTe8,"['Na', 'Te', 'Eu', 'Tb']",-1.5824,-0.073,0.0221,6.1235,intercalated ion,0.073
U6Ti2AsP9,"['P', 'Ti', 'As', 'U']",-0.9988,-0.0031,0.0018,9.723,intercalated ion,0.0031
HoLu10ThCo4,"['Co', 'Ho', 'Lu', 'Th']",-0.2199,-0.0072,0.0015,10.1243,3D,0.0072
Pr20Sn9Sb7,"['Sn', 'Sb', 'Pr']",-0.9604,-0.0246,,6.7751,3D,0.0246
TbTm3Al2(GaRh2)2,"['Al', 'Ga', 'Rh', 'Tb', 'Tm']",-0.9279,-0.0177,0.0067,9.3002,3D,0.0177
TbEr9Co2Br15,"['Co', 'Br', 'Tb', 'Er']",-1.8223,-0.0487,,6.031,3D,0.0487
Dy3YTc2(B8Ru)2,"['B', 'Y', 'Tc', 'Ru', 'Dy']",-0.6319,-0.0192,0.0059,7.7425,3D,0.0192
Tm2Mn6Fe5CoP7,"['P', 'Mn', 'Fe', 'Co', 'Tm']",-0.7619,-0.0297,0.0041,7.8365,3D,0.0297
KGdHo2F10,"['F', 'K', 'Gd', 'Ho']",-4.2776,-0.0294,,5.9151,,0.0294
Pr3ThMg2(Zn4Sn)2,"['Mg', 'Zn', 'Sn', 'Pr', 'Th']",-0.4366,-0.0138,,6.8332,3D,0.0138
LiPr6Zn22P,"['Li', 'P', 'Zn', 'Pr']",-0.4066,-0.0097,,6.8205,,0.0097
NpCl6,"['Cl', 'Np']",-1.8524,-0.4739,0.5827,2.7635,0D,0.4739
TbPr3(ScSb5)4,"['Sc', 'Sb', 'Pr', 'Tb']",-0.729,-0.0356,,6.7303,,0.0356
Rb5Np(PS4)3,"['P', 'S', 'Rb', 'Np']",-1.2032,-0.0274,,2.9981,intercalated ion,0.0274
Hf2UTc4Mo,"['Mo', 'Tc', 'Hf', 'U']",-0.2957,-0.0127,0.0023,13.062,3D,0.0127
Tb2Ge2P5Rh12,"['P', 'Ge', 'Rh', 'Tb']",-0.8808,-0.0305,,9.6743,3D,0.0305
YHoEr10(GaCo2)2,"['Co', 'Ga', 'Y', 'Ho', 'Er']",-0.3109,-0.0072,0.0113,9.0746,3D,0.0072
DyY2Ho9Co5Sn,"['Co', 'Y', 'Sn', 'Dy', 'Ho']",-0.295,-0.023,0.0033,8.6387,3D,0.023
Lu4AlGa17Ir6,"['Al', 'Ga', 'Lu', 'Ir']",-0.6469,-0.0836,,10.8989,,0.0836
Zr3Al3Zn2Co,"['Al', 'Co', 'Zn', 'Zr']",-0.528,-0.0595,0.0099,5.8771,3D,0.0595
Li2Pr8Y10Si15As,"['Li', 'Si', 'As', 'Y', 'Pr']",-0.7808,-0.0354,,4.8544,intercalated ion,0.0354
ZrPa5(AlPt)6,"['Al', 'Zr', 'Pt', 'Pa']",-0.9207,-0.1599,0.0014,12.1039,3D,0.1599
HoLuFe3Co,"['Fe', 'Co', 'Ho', 'Lu']",-0.1864,-0.0074,0.0029,10.0726,3D,0.0074
Er3ScB8(Mo2Ru3)2,"['B', 'Sc', 'Mo', 'Ru', 'Er']",-0.5472,-0.0156,0.004,9.7344,3D,0.0156
La16MgCd3RePt3,"['Mg', 'Cd', 'La', 'Re', 'Pt']",-0.4276,-0.0071,0.0016,7.4095,3D,0.0071
Ti4TcMoIr2,"['Ti', 'Mo', 'Tc', 'Ir']",-0.7513,-0.0102,0.0057,10.5925,3D,0.0102
Zr6MnAl(Ir2N)2,"['N', 'Al', 'Mn', 'Zr', 'Ir']",-1.1686,-0.0847,0.0012,10.6375,3D,0.0847
SmGd5(RuI3)2,"['Ru', 'I', 'Sm', 'Gd']",-1.2117,-0.6108,,6.702,,0.6108
Er19MgIr11Ru,"['Mg', 'Ru', 'Er', 'Ir']",-0.8187,-0.0088,0.0011,12.3572,3D,0.0088
LuSc(IrO4)2,"['O', 'Sc', 'Lu', 'Ir']",-2.3696,-0.0403,0.0049,8.6754,3D,0.0403
TbDy5Al17Si7Os8,"['Al', 'Si', 'Tb', 'Dy', 'Os']",-0.6598,-0.0454,0.0065,8.3971,3D,0.0454
TbTm3(InGa2)2,"['Ga', 'In', 'Tb', 'Tm']",-0.5994,-0.0264,0.0081,8.5867,3D,0.0264
Dy3Er(CoOs3)2,"['Co', 'Dy', 'Er', 'Os']",-0.2984,-0.0062,0.0085,15.1884,3D,0.0062
Tb16Cd2CoHg2Ir3,"['Co', 'Cd', 'Tb', 'Ir', 'Hg']",-0.4739,-0.0142,0.004,9.9781,3D,0.0142
Tb3ThAl7Ga11Ir6,"['Al', 'Ga', 'Tb', 'Ir', 'Th']",-0.7614,-0.0166,0.0169,9.7915,3D,0.0166
LiCd4Pd11,"['Li', 'Pd', 'Cd']",-0.319,-0.0062,0.0035,10.2817,intercalated ion,0.0062
Tb4AlI6,"['Al', 'I', 'Tb']",-1.362,-0.0762,0.0103,5.2242,3D,0.0762
PrNd13Pd5Ru,"['Ru', 'Pd', 'Pr', 'Nd']",-0.45,-0.001,0.0013,7.5626,3D,0.001
Pr10AgSn4Bi2Br,"['Br', 'Ag', 'Sn', 'Pr', 'Bi']",-0.8636,-0.0302,,7.5259,3D,0.0302
K2Ni2PtO6,"['O', 'K', 'Ni', 'Pt']",-1.2817,-0.1093,,5.3593,,0.1093
Dy3Tm3Al24Os7Au,"['Al', 'Dy', 'Tm', 'Os', 'Au']",-0.5971,-0.0195,0.0023,8.1402,3D,0.0195
Tb4Al18ZnCo2Ir3,"['Al', 'Co', 'Zn', 'Tb', 'Ir']",-0.678,-0.0123,,6.6696,3D,0.0123
Y5Er3Sc2Si5Ge,"['Si', 'Sc', 'Ge', 'Y', 'Er']",-0.7449,-0.0212,,5.5296,3D,0.0212
NdDySbTe,"['Sb', 'Te', 'Nd', 'Dy']",-1.4603,-0.0346,0.0035,7.4282,3D,0.0346
LuNpB6Ru,"['B', 'Ru', 'Lu', 'Np']",-0.601,-0.0285,,10.4837,3D,0.0285
Er4Tm16CoNi3Sb8,"['Co', 'Ni', 'Sb', 'Er', 'Tm']",-0.7638,-0.0146,0.0002,9.2584,3D,0.0146
Zr4CdInAu4,"['Zr', 'Cd', 'In', 'Au']",-0.4933,-0.031,0.0044,11.0366,3D,0.031
Sm2Mn3Fe8CoP7,"['P', 'Mn', 'Fe', 'Co', 'Sm']",-0.7237,-0.0251,,7.551,3D,0.0251
Mn24Ru5,"['Mn', 'Ru']",-0.0097,-0.0088,0.0024,9.1673,3D,0.0088
Np2AsHN,"['H', 'N', 'As', 'Np']",-0.8757,-0.0409,0.0014,10.9509,intercalated ion,0.0409
Tb11In(Hg2Pd)4,"['Pd', 'In', 'Tb', 'Hg']",-0.6446,-0.0177,0.0018,10.9109,3D,0.0177
Dy5Si9P3Ir14Rh5,"['Si', 'P', 'Rh', 'Dy', 'Ir']",-1.0174,-0.1228,,12.9094,3D,0.1228
CaHf2ScAs4,"['Ca', 'Sc', 'As', 'Hf']",-1.1458,-0.0313,0.0047,7.0677,intercalated ion,0.0313
Nd3Er2Si12Ir19,"['Si', 'Nd', 'Er', 'Ir']",-0.9479,-0.0499,0.003,13.7425,3D,0.0499
PaB2,"['B', 'Pa']",-0.6551,-0.4767,0.0067,11.6729,3D,0.4767
Rb2NaIn(AsS2)6,"['Na', 'S', 'As', 'Rb', 'In']",-0.7548,-0.0415,,3.1274,intercalated ion,0.0415
LuMg(ZnPt)2,"['Mg', 'Zn', 'Lu', 'Pt']",-0.8209,-0.0275,0.051,10.9979,3D,0.0275
Ta7Ti3Si5Ge,"['Si', 'Ti', 'Ge', 'Ta']",-0.6752,-0.0466,0.0098,10.5907,3D,0.0466
LuTaC2,"['C', 'Lu', 'Ta']",-0.5939,-0.1165,0.026,12.4584,3D,0.1165
CeGd3F12,"['F', 'Ce', 'Gd']",-4.3794,-0.2215,,6.5428,,0.2215
Y10Sn3Bi3Se,"['Se', 'Y', 'Sn', 'Bi']",-0.9643,-0.039,,6.7845,,0.039
Li4TbUS6,"['Li', 'S', 'Tb', 'U']",-1.7776,-0.0455,0.4988,4.3658,intercalated ion,0.0455
DyEr4Tm(Sb4Au3)2,"['Sb', 'Dy', 'Er', 'Tm', 'Au']",-0.8579,-0.0687,0.566,10.7381,3D,0.0687
Y3Pa(CoB4)4,"['B', 'Co', 'Y', 'Pa']",-0.5854,-0.0823,0.004,6.5567,3D,0.0823
HoEr(SiRh)2,"['Si', 'Rh', 'Ho', 'Er']",-1.0652,0.0001,,9.1683,,0.0001
Dy4Ho2NiBr10,"['Ni', 'Br', 'Dy', 'Ho']",-1.9399,-0.1139,0.533,5.5095,3D,0.1139
PrNdGa(SiRh2)3,"['Si', 'Ga', 'Rh', 'Pr', 'Nd']",-0.9857,-0.0486,0.0103,8.6637,3D,0.0486
Er7Tm5(Si3Pt)4,"['Si', 'Er', 'Tm', 'Pt']",-0.9812,-0.0127,0.0009,9.5322,3D,0.0127
Ho2Si5Os3,"['Si', 'Ho', 'Os']",-0.7232,-0.0693,0.0035,10.4213,3D,0.0693
Tb12Sm8Si15Pb,"['Si', 'Sm', 'Tb', 'Pb']",-0.7091,-0.0032,,7.1036,,0.0032
Hf2ZrNi8Ir,"['Ni', 'Zr', 'Hf', 'Ir']",-0.5482,-0.0056,0.0239,11.5027,3D,0.0056
SmHo2Er2(In2Pt)2,"['In', 'Sm', 'Ho', 'Er', 'Pt']",-0.8121,-0.0035,0.0029,10.255,3D,0.0035
Y5Er3(B6Os)4,"['B', 'Y', 'Er', 'Os']",-0.6684,-0.0089,,8.4863,3D,0.0089
Cs2NdU(CuTe3)2,"['Cu', 'Te', 'Cs', 'Nd', 'U']",-1.0719,-0.0618,,5.8584,intercalated ion,0.0618
Eu16O25,"['O', 'Eu']",-3.2075,-0.1139,,7.2159,3D,0.1139
Sr2TbHoF10,"['F', 'Sr', 'Tb', 'Ho']",-4.3709,-0.0047,7.1167,5.7801,intercalated ion,0.0047
Ca6V3Si6MoO24,"['O', 'Si', 'Ca', 'V', 'Mo']",-3.1954,-0.0001,,3.7331,,0.0001
Tb3SmAl18Rh5Au,"['Al', 'Rh', 'Sm', 'Tb', 'Au']",-0.7936,-0.013,,6.3096,,0.013
Ti8Ga15Fe4Rh3,"['Ti', 'Fe', 'Ga', 'Rh']",-0.5062,-0.0222,0.0029,7.3618,3D,0.0222
Ho20Ir7Ru5,"['Ru', 'Ho', 'Ir']",-0.6727,-0.0314,0.0039,11.4714,3D,0.0314
MgZr10HgBi4,"['Mg', 'Zr', 'Hg', 'Bi']",-0.3035,-0.0418,,8.8214,3D,0.0418
Ho2Mn5NiP7Ir6,"['P', 'Mn', 'Ni', 'Ho', 'Ir']",-0.7717,-0.0937,0.0032,11.4107,3D,0.0937
U4Tc7GeAs3P2,"['P', 'Ge', 'As', 'Tc', 'U']",-0.6351,-0.1265,0.001,11.6988,3D,0.1265
Er7Lu8Th(CdPt)4,"['Cd', 'Er', 'Lu', 'Pt', 'Th']",-0.6257,-0.0039,0.0051,10.806,3D,0.0039
La7TbSnPd24,"['Pd', 'Sn', 'La', 'Tb']",-0.8564,-0.0368,0.0022,9.9886,3D,0.0368
Pa(Al2Cr)4,"['Al', 'Cr', 'Pa']",-0.187,-0.0142,0.0031,5.4674,3D,0.0142
Nd3Sc5(ReB6)4,"['B', 'Sc', 'Nd', 'Re']",-0.6751,-0.0318,0.0145,7.3539,3D,0.0318
Sc10H21,"['H', 'Sc']",-0.7651,-0.0064,0.0042,2.8741,intercalated ion,0.0064
Y2HoMn3O9,"['O', 'Mn', 'Y', 'Ho']",-3.0489,-0.0005,,5.5905,,0.0005
Dy3Y(ErBi)6,"['Y', 'Dy', 'Er', 'Bi']",-0.6899,-0.0263,0.0035,10.0062,3D,0.0263
Dy6CrCo14(P4Rh)3,"['P', 'Cr', 'Co', 'Rh', 'Dy']",-0.9794,-0.0369,,8.5949,3D,0.0369
Tm4Sc8TlNi4Sn,"['Sc', 'Ni', 'Sn', 'Tm', 'Tl']",-0.4035,-0.0186,,6.6961,3D,0.0186
LaPr2CdHg2Pd3,"['Pd', 'Cd', 'La', 'Pr', 'Hg']",-0.6881,-0.0001,0.0075,9.6591,3D,0.0001
Tb6Er4(InSb)3,"['In', 'Sb', 'Tb', 'Er']",-0.7046,-0.0152,0.0033,8.512,3D,0.0152
Tb2ErLu(Ga3Rh)6,"['Ga', 'Rh', 'Tb', 'Er', 'Lu']",-0.7003,-0.0001,0.0042,8.9201,3D,0.0001
Rb12Na8Ta(TiAs4)3,"['Na', 'Ti', 'As', 'Rb', 'Ta']",-0.5364,-0.0811,inf,3.5583,intercalated ion,0.0811
PrNdGa12Ir,"['Ga', 'Pr', 'Nd', 'Ir']",-0.4354,-0.0114,0.0043,7.418,3D,0.0114
Nd2HoBe2(PPd5)4,"['Be', 'P', 'Pd', 'Nd', 'Ho']",-0.7157,-0.0223,,9.8727,intercalated ion,0.0223
